Order_ID,Quantity,Payment_Method
2506,4,Net Banking
2507,5,Net Banking
2508,6,Debit Card
2509,6,UPI
2510,8,Debit Card
2511,7,Debit Card
2512,1,Debit Card
2513,1,Debit Card
2514,2,Cash on Delivery
2515,2,Cash on Delivery
2516,8,Debit Card
2517,3,Credit Card
2518,3,Net Banking
2519,3,UPI
2520,9,Credit Card
2521,8,Credit Card
2522,1,Net Banking
2523,2,UPI
2524,3,Debit Card
2525,2,Credit Card
2526,3,Net Banking
2527,8,UPI
2528,5,Debit Card
2529,1,Cash on Delivery
2530,3,Debit Card
2531,4,Debit Card
2532,5,Debit Card
2533,3,Credit Card
2534,6,UPI
2535,7,Cash on Delivery
2536,10,UPI
2537,9,Debit Card
2538,3,Debit Card
2539,9,UPI
2540,9,Cash on Delivery
2541,5,Net Banking
2542,5,Credit Card
2543,9,Debit Card
2544,1,UPI
2545,3,UPI
2546,3,Credit Card
2547,10,UPI
2548,2,Net Banking
2549,8,Debit Card
2550,2,Credit Card
2551,2,Credit Card
2552,1,UPI
2553,10,UPI
2554,6,Debit Card
2555,5,Cash on Delivery
2556,9,Debit Card
2557,3,Cash on Delivery
2558,1,Cash on Delivery
2559,7,Credit Card
2560,5,Cash on Delivery
2561,7,Net Banking
2562,2,Debit Card
2563,4,UPI
2564,1,Net Banking
2565,1,Cash on Delivery
2566,7,Debit Card
2567,6,Credit Card
2568,3,UPI
2569,7,UPI
2570,6,Debit Card
2571,2,Net Banking
2572,4,Debit Card
2573,3,Cash on Delivery
2574,8,Cash on Delivery
2575,3,UPI
2576,1,Credit Card
2577,3,UPI
2578,4,Debit Card
2579,5,Cash on Delivery
2580,5,Credit Card
2581,10,UPI
2582,10,Cash on Delivery
2583,9,Credit Card
2584,5,UPI
2585,9,Credit Card
2586,5,Cash on Delivery
2587,9,Net Banking
2588,10,UPI
2589,7,Cash on Delivery
2590,7,Credit Card
2591,9,Cash on Delivery
2592,10,Debit Card
2593,1,Net Banking
2594,9,Cash on Delivery
2595,3,Debit Card
2596,2,Credit Card
2597,7,Net Banking
2598,8,UPI
2599,3,Credit Card
2600,10,Credit Card
2601,10,Cash on Delivery
2602,6,Cash on Delivery
2603,7,Net Banking
2604,3,Net Banking
2605,5,Credit Card
2606,6,Debit Card
2607,2,Cash on Delivery
2608,9,UPI
2609,1,Credit Card
2610,2,Cash on Delivery
2611,1,UPI
2612,2,UPI
2613,3,Credit Card
2614,7,Cash on Delivery
2615,7,UPI
2616,4,Net Banking
2617,8,Net Banking
2618,7,UPI
2619,3,UPI
2620,6,Net Banking
2621,10,UPI
2622,10,UPI
2623,1,Credit Card
2624,3,Cash on Delivery
2625,10,Debit Card
2626,5,Credit Card
2627,4,UPI
2628,5,UPI
2629,3,Net Banking
2630,4,Net Banking
2631,6,Credit Card
2632,2,UPI
2633,4,Debit Card
2634,6,UPI
2635,5,Net Banking
2636,5,Cash on Delivery
2637,6,Debit Card
2638,6,Cash on Delivery
2639,2,Cash on Delivery
2640,2,UPI
2641,4,Net Banking
2642,10,Cash on Delivery
2643,3,Net Banking
2644,3,Credit Card
2645,4,Net Banking
2646,1,UPI
2647,3,Credit Card
2648,3,Debit Card
2649,1,UPI
2650,8,Credit Card
2651,2,Net Banking
2652,2,UPI
2653,1,Credit Card
2654,4,Cash on Delivery
2655,6,UPI
2656,7,Net Banking
2657,3,Cash on Delivery
2658,4,UPI
2659,2,UPI
2660,3,Credit Card
2661,7,Debit Card
2662,4,UPI
2663,3,Debit Card
2664,4,Credit Card
2665,2,Cash on Delivery
2666,9,Net Banking
2667,3,Net Banking
2668,7,UPI
2669,2,Net Banking
2670,2,UPI
2671,4,Cash on Delivery
2672,6,Debit Card
2673,3,UPI
2674,1,UPI
2675,7,Debit Card
2676,7,UPI
2677,10,Cash on Delivery
2678,2,UPI
2679,7,Net Banking
2680,9,Net Banking
2681,2,Net Banking
2682,5,Debit Card
2683,3,Net Banking
2684,3,UPI
2685,7,Credit Card
2686,5,UPI
2687,5,Cash on Delivery
2688,1,Debit Card
2689,1,Net Banking
2690,1,UPI
2691,8,UPI
2692,5,UPI
2693,8,Credit Card
2694,8,Debit Card
2695,5,Net Banking
2696,6,Credit Card
2697,1,Net Banking
2698,4,Debit Card
2699,7,Net Banking
2700,2,Net Banking
2701,9,Debit Card
2702,6,Cash on Delivery
2703,3,Credit Card
2704,2,UPI
2705,3,Net Banking
2706,4,UPI
2707,7,Cash on Delivery
2708,3,Net Banking
2709,10,Credit Card
2710,2,Credit Card
2711,9,UPI
2712,1,UPI
2713,2,Net Banking
2714,4,Cash on Delivery
2715,1,Debit Card
2716,4,Cash on Delivery
2717,4,Debit Card
2718,9,Credit Card
2719,8,UPI
2720,8,Cash on Delivery
2721,6,UPI
2722,5,Net Banking
2723,4,Credit Card
2724,4,Cash on Delivery
2725,8,Debit Card
2726,10,UPI
2727,5,Cash on Delivery
2728,1,Cash on Delivery
2729,2,Net Banking
2730,7,Net Banking
2731,5,Net Banking
2732,6,UPI
2733,7,Debit Card
2734,7,Credit Card
2735,4,UPI
2736,1,Credit Card
2737,7,Debit Card
2738,4,Credit Card
2739,9,Net Banking
2740,3,UPI
2741,7,UPI
2742,6,Cash on Delivery
2743,5,UPI
2744,6,UPI
2745,1,Cash on Delivery
2746,3,Net Banking
2747,1,Cash on Delivery
2748,7,Debit Card
2749,2,UPI
2750,2,Credit Card
2751,6,Credit Card
2752,5,Net Banking
2753,1,Debit Card
2754,6,Net Banking
2755,8,Debit Card
2756,9,UPI
2757,2,Cash on Delivery
2758,10,Cash on Delivery
2759,4,Credit Card
2760,3,Cash on Delivery
2761,5,Credit Card
2762,7,Credit Card
2763,10,UPI
2764,7,Credit Card
2765,5,Net Banking
2766,6,Cash on Delivery
2767,5,UPI
2768,6,Debit Card
2769,4,Credit Card
2770,4,Cash on Delivery
2771,6,Net Banking
2772,6,Debit Card
2773,5,Net Banking
2774,3,Net Banking
2775,4,Debit Card
2776,2,Debit Card
2777,7,Debit Card
2778,4,Debit Card
2779,1,Debit Card
2780,9,Credit Card
2781,8,UPI
2782,5,Credit Card
2783,3,Cash on Delivery
2784,4,Debit Card
2785,5,Debit Card
2786,7,Debit Card
2787,10,Credit Card
2788,1,UPI
2789,3,Credit Card
2790,9,Credit Card
2791,10,Credit Card
2792,2,Net Banking
2793,4,Net Banking
2794,6,Net Banking
2795,1,UPI
2796,6,Debit Card
2797,4,UPI
2798,7,Net Banking
2799,6,Credit Card
2800,9,Cash on Delivery
2801,6,Credit Card
2802,4,UPI
2803,8,Cash on Delivery
2804,1,UPI
2805,7,Net Banking
2806,3,Credit Card
2807,7,UPI
2808,8,Cash on Delivery
2809,2,UPI
2810,9,Net Banking
2811,5,Debit Card
2812,10,Debit Card
2813,5,Credit Card
2814,2,UPI
2815,9,Cash on Delivery
2816,10,Net Banking
2817,7,Debit Card
2818,2,Cash on Delivery
2819,6,Debit Card
2820,3,Credit Card
2821,2,Debit Card
2822,1,Net Banking
2823,7,Debit Card
2824,2,Debit Card
2825,6,Debit Card
2826,6,Credit Card
2827,5,Net Banking
2828,8,UPI
2829,6,Debit Card
2830,9,Debit Card
2831,3,Cash on Delivery
2832,9,Cash on Delivery
2833,9,Credit Card
2834,7,Credit Card
2835,10,Net Banking
2836,10,Cash on Delivery
2837,4,Debit Card
2838,7,Credit Card
2839,7,Net Banking
2840,1,Debit Card
2841,6,Debit Card
2842,2,Credit Card
2843,6,Credit Card
2844,8,Debit Card
2845,7,Debit Card
2846,5,Debit Card
2847,2,Debit Card
2848,1,UPI
2849,8,Debit Card
2850,1,Credit Card
2851,6,Cash on Delivery
2852,9,Cash on Delivery
2853,3,Net Banking
2854,3,Cash on Delivery
2855,5,Debit Card
2856,9,Net Banking
2857,9,Cash on Delivery
2858,8,Cash on Delivery
2859,7,UPI
2860,2,Debit Card
2861,5,Cash on Delivery
2862,7,Debit Card
2863,9,UPI
2864,4,Credit Card
2865,2,Net Banking
2866,9,Credit Card
2867,7,Net Banking
2868,1,UPI
2869,6,Cash on Delivery
2870,1,Net Banking
2871,1,UPI
2872,3,Debit Card
2873,2,UPI
2874,6,Debit Card
2875,10,Cash on Delivery
2876,2,Cash on Delivery
2877,7,UPI
2878,3,Debit Card
2879,8,Cash on Delivery
2880,1,Debit Card
2881,8,Debit Card
2882,10,Cash on Delivery
2883,8,Cash on Delivery
2884,10,Credit Card
2885,2,UPI
2886,1,Credit Card
2887,4,Debit Card
2888,9,Net Banking
2889,1,Net Banking
2890,2,UPI
2891,6,Net Banking
2892,5,Debit Card
2893,2,Credit Card
2894,5,Net Banking
2895,3,Cash on Delivery
2896,3,UPI
2897,1,Net Banking
2898,9,Cash on Delivery
2899,3,Debit Card
2900,4,Net Banking
2901,10,Debit Card
2902,7,Credit Card
2903,6,Net Banking
2904,10,UPI
2905,7,UPI
2906,8,Debit Card
2907,8,Debit Card
2908,6,Debit Card
2909,8,Debit Card
2910,10,Cash on Delivery
2911,1,Net Banking
2912,3,Cash on Delivery
2913,10,Cash on Delivery
2914,7,Debit Card
2915,4,Net Banking
2916,4,Debit Card
2917,3,Credit Card
2918,5,Net Banking
2919,1,Cash on Delivery
2920,6,Credit Card
2921,8,Debit Card
2922,6,Cash on Delivery
2923,5,Debit Card
2924,9,UPI
2925,9,Cash on Delivery
2926,10,Debit Card
2927,9,Net Banking
2928,2,UPI
2929,6,Credit Card
2930,7,Debit Card
2931,10,Cash on Delivery
2932,6,Net Banking
2933,4,Credit Card
2934,6,UPI
2935,6,Credit Card
2936,8,Credit Card
2937,2,Cash on Delivery
2938,7,Credit Card
2939,3,Debit Card
2940,4,Cash on Delivery
2941,2,Debit Card
2942,6,Cash on Delivery
2943,2,Net Banking
2944,1,Net Banking
2945,2,Debit Card
2946,3,Cash on Delivery
2947,4,UPI
2948,3,Cash on Delivery
2949,3,Debit Card
2950,4,Net Banking
2951,4,UPI
2952,8,Credit Card
2953,8,Net Banking
2954,4,Cash on Delivery
2955,7,Net Banking
2956,2,Credit Card
2957,9,Net Banking
2958,6,Credit Card
2959,7,UPI
2960,3,Cash on Delivery
2961,7,Debit Card
2962,2,Credit Card
2963,2,Credit Card
2964,10,Credit Card
2965,9,Credit Card
2966,2,Cash on Delivery
2967,8,Credit Card
2968,9,Credit Card
2969,9,Debit Card
2970,6,Cash on Delivery
2971,7,Cash on Delivery
2972,2,Net Banking
2973,3,Cash on Delivery
2974,1,UPI
2975,3,Credit Card
2976,6,Debit Card
2977,8,Debit Card
2978,6,Cash on Delivery
2979,3,Debit Card
2980,2,Debit Card
2981,9,Credit Card
2982,7,UPI
2983,3,Net Banking
2984,9,Debit Card
2985,2,UPI
2986,8,UPI
2987,4,UPI
2988,7,Credit Card
2989,8,Credit Card
2990,5,Credit Card
2991,6,Net Banking
2992,4,Credit Card
2993,9,UPI
2994,10,Credit Card
2995,10,UPI
2996,7,Net Banking
2997,1,Credit Card
2998,4,Cash on Delivery
2999,10,UPI
3000,5,Debit Card
3001,6,UPI
3002,4,Net Banking
3003,7,Credit Card
3004,9,Credit Card
3005,2,UPI
3006,5,UPI
3007,3,Debit Card
3008,6,Net Banking
3009,3,Credit Card
3010,10,Debit Card
3011,3,Debit Card
3012,6,UPI
3013,5,Cash on Delivery
3014,3,Credit Card
3015,7,Net Banking
3016,10,Net Banking
3017,2,Credit Card
3018,10,Credit Card
3019,8,Cash on Delivery
3020,8,UPI
3021,10,Cash on Delivery
3022,3,UPI
3023,4,Cash on Delivery
3024,5,Net Banking
3025,9,Net Banking
3026,1,UPI
3027,10,UPI
3028,10,Debit Card
3029,5,Credit Card
3030,7,UPI
3031,9,Debit Card
3032,10,Cash on Delivery
3033,8,Cash on Delivery
3034,8,Net Banking
3035,3,Credit Card
3036,1,Cash on Delivery
3037,1,UPI
3038,5,UPI
3039,3,Net Banking
3040,3,Net Banking
3041,6,UPI
3042,6,UPI
3043,5,Credit Card
3044,10,Net Banking
3045,10,Debit Card
3046,7,Cash on Delivery
3047,1,Cash on Delivery
3048,1,Credit Card
3049,9,Debit Card
3050,8,Cash on Delivery
3051,3,Net Banking
3052,3,UPI
3053,1,Net Banking
3054,8,Net Banking
3055,8,Credit Card
3056,8,Cash on Delivery
3057,4,Cash on Delivery
3058,3,Debit Card
3059,3,Net Banking
3060,4,UPI
3061,6,Cash on Delivery
3062,5,UPI
3063,10,Debit Card
3064,4,Cash on Delivery
3065,1,Debit Card
3066,1,Credit Card
3067,5,Net Banking
3068,9,Net Banking
3069,8,Cash on Delivery
3070,7,Net Banking
3071,10,UPI
3072,7,Debit Card
3073,9,Net Banking
3074,9,Net Banking
3075,5,Credit Card
3076,1,Credit Card
3077,3,UPI
3078,7,Debit Card
3079,3,UPI
3080,4,Net Banking
3081,10,UPI
3082,5,Net Banking
3083,5,Cash on Delivery
3084,3,UPI
3085,9,Net Banking
3086,10,Net Banking
3087,2,Cash on Delivery
3088,10,Debit Card
3089,7,UPI
3090,3,Credit Card
3091,3,Cash on Delivery
3092,2,Cash on Delivery
3093,5,Debit Card
3094,1,Debit Card
3095,9,Net Banking
3096,1,Net Banking
3097,3,UPI
3098,10,Net Banking
3099,1,Credit Card
3100,5,Credit Card
3101,4,Cash on Delivery
3102,1,Net Banking
3103,9,UPI
3104,10,Credit Card
3105,9,Credit Card
3106,8,UPI
3107,4,Credit Card
3108,6,Cash on Delivery
3109,8,Credit Card
3110,4,Cash on Delivery
3111,8,Credit Card
3112,9,Debit Card
3113,5,Net Banking
3114,4,Cash on Delivery
3115,3,Cash on Delivery
3116,6,Cash on Delivery
3117,3,Cash on Delivery
3118,6,Debit Card
3119,8,Debit Card
3120,9,Cash on Delivery
3121,7,Cash on Delivery
3122,1,Debit Card
3123,3,Net Banking
3124,1,Cash on Delivery
3125,5,Net Banking
3126,10,Credit Card
3127,4,Cash on Delivery
3128,6,Credit Card
3129,2,Cash on Delivery
3130,3,Credit Card
3131,2,UPI
3132,6,UPI
3133,8,Net Banking
3134,6,Credit Card
3135,9,UPI
3136,4,Debit Card
3137,9,Credit Card
3138,6,Credit Card
3139,2,Cash on Delivery
3140,3,Credit Card
3141,3,Debit Card
3142,3,UPI
3143,3,Debit Card
3144,2,UPI
3145,10,UPI
3146,5,Net Banking
3147,10,Net Banking
3148,2,Cash on Delivery
3149,6,UPI
3150,9,Net Banking
3151,5,Cash on Delivery
3152,2,Net Banking
3153,6,Debit Card
3154,1,UPI
3155,10,UPI
3156,2,UPI
3157,10,Cash on Delivery
3158,7,Credit Card
3159,8,Cash on Delivery
3160,1,Net Banking
3161,8,Credit Card
3162,3,Credit Card
3163,2,Debit Card
3164,3,Credit Card
3165,9,Credit Card
3166,10,Credit Card
3167,9,UPI
3168,9,Debit Card
3169,2,Credit Card
3170,5,Cash on Delivery
3171,8,Debit Card
3172,9,Debit Card
3173,3,Cash on Delivery
3174,1,UPI
3175,10,Debit Card
3176,7,UPI
3177,8,Cash on Delivery
3178,10,Debit Card
3179,2,UPI
3180,7,Cash on Delivery
3181,9,Net Banking
3182,3,Debit Card
3183,8,Cash on Delivery
3184,7,Debit Card
3185,10,Net Banking
3186,9,Cash on Delivery
3187,4,Debit Card
3188,5,Credit Card
3189,7,Cash on Delivery
3190,5,UPI
3191,1,Net Banking
3192,10,UPI
3193,8,Net Banking
3194,7,Cash on Delivery
3195,6,UPI
3196,5,Credit Card
3197,7,Debit Card
3198,4,Cash on Delivery
3199,5,Debit Card
3200,7,Net Banking
3201,8,Credit Card
3202,6,Credit Card
3203,10,Credit Card
3204,2,UPI
3205,1,Net Banking
3206,3,Credit Card
3207,6,UPI
3208,3,Cash on Delivery
3209,7,Debit Card
3210,8,Debit Card
3211,9,Debit Card
3212,10,Debit Card
3213,9,Credit Card
3214,10,Net Banking
3215,8,Debit Card
3216,9,UPI
3217,1,Credit Card
3218,7,UPI
3219,6,UPI
3220,8,Credit Card
3221,6,Credit Card
3222,5,Net Banking
3223,4,Credit Card
3224,2,Cash on Delivery
3225,2,Cash on Delivery
3226,3,Credit Card
3227,1,UPI
3228,2,Net Banking
3229,3,Credit Card
3230,9,UPI
3231,2,Net Banking
3232,2,Net Banking
3233,3,UPI
3234,3,Cash on Delivery
3235,1,Debit Card
3236,7,Net Banking
3237,5,UPI
3238,6,Net Banking
3239,5,Debit Card
3240,6,Cash on Delivery
3241,6,UPI
3242,3,Credit Card
3243,5,Net Banking
3244,5,Net Banking
3245,6,UPI
3246,4,Credit Card
3247,9,Credit Card
3248,5,UPI
3249,8,Net Banking
3250,8,UPI
3251,4,Debit Card
3252,2,Credit Card
3253,9,Cash on Delivery
3254,5,Credit Card
3255,2,Debit Card
3256,4,Cash on Delivery
3257,5,Credit Card
3258,2,Cash on Delivery
3259,10,Cash on Delivery
3260,8,Credit Card
3261,9,Net Banking
3262,7,Debit Card
3263,8,Cash on Delivery
3264,9,Cash on Delivery
3265,10,Debit Card
3266,3,Cash on Delivery
3267,2,Credit Card
3268,2,Debit Card
3269,9,Credit Card
3270,8,Net Banking
3271,5,Debit Card
3272,10,UPI
3273,1,Credit Card
3274,6,Net Banking
3275,6,Net Banking
3276,10,Credit Card
3277,10,Net Banking
3278,9,Cash on Delivery
3279,9,Cash on Delivery
3280,2,Debit Card
3281,8,Credit Card
3282,1,Credit Card
3283,6,Debit Card
3284,2,Cash on Delivery
3285,10,UPI
3286,7,Credit Card
3287,1,Cash on Delivery
3288,2,Credit Card
3289,4,UPI
3290,2,Cash on Delivery
3291,7,Cash on Delivery
3292,5,Cash on Delivery
3293,6,Cash on Delivery
3294,5,UPI
3295,3,Cash on Delivery
3296,1,Credit Card
3297,6,Cash on Delivery
3298,1,Credit Card
3299,9,Debit Card
3300,8,UPI
3301,3,Cash on Delivery
3302,9,Credit Card
3303,1,UPI
3304,1,Net Banking
3305,9,UPI
3306,5,UPI
3307,3,Credit Card
3308,10,Credit Card
3309,10,Credit Card
3310,7,UPI
3311,6,Cash on Delivery
3312,10,Cash on Delivery
3313,8,Net Banking
3314,5,Credit Card
3315,6,Credit Card
3316,2,Cash on Delivery
3317,3,UPI
3318,3,Credit Card
3319,9,Credit Card
3320,5,Net Banking
3321,4,UPI
3322,10,Cash on Delivery
3323,10,Cash on Delivery
3324,9,Net Banking
3325,1,UPI
3326,3,UPI
3327,4,Debit Card
3328,10,Debit Card
3329,3,Credit Card
3330,5,Cash on Delivery
3331,2,UPI
3332,7,Credit Card
3333,10,Credit Card
3334,3,UPI
3335,10,Net Banking
3336,8,UPI
3337,2,Net Banking
3338,3,Credit Card
3339,5,Cash on Delivery
3340,3,Net Banking
3341,5,Debit Card
3342,7,Credit Card
3343,7,Cash on Delivery
3344,1,Cash on Delivery
3345,7,Debit Card
3346,6,Credit Card
3347,7,Credit Card
3348,10,Credit Card
3349,5,Credit Card
3350,3,Cash on Delivery
3351,3,UPI
3352,1,Credit Card
3353,5,Cash on Delivery
3354,10,UPI
3355,3,UPI
3356,8,Debit Card
3357,3,Credit Card
3358,7,UPI
3359,9,Net Banking
3360,3,Net Banking
3361,3,UPI
3362,3,Net Banking
3363,4,Net Banking
3364,5,Debit Card
3365,2,UPI
3366,9,Net Banking
3367,7,Cash on Delivery
3368,9,UPI
3369,2,Cash on Delivery
3370,10,Debit Card
3371,1,Net Banking
3372,2,Cash on Delivery
3373,1,Net Banking
3374,4,UPI
3375,7,UPI
3376,6,UPI
3377,8,Credit Card
3378,8,UPI
3379,2,UPI
3380,10,Net Banking
3381,10,Net Banking
3382,6,Net Banking
3383,6,Debit Card
3384,5,Cash on Delivery
3385,10,Credit Card
3386,6,Net Banking
3387,8,Cash on Delivery
3388,9,Debit Card
3389,9,UPI
3390,4,Net Banking
3391,2,Credit Card
3392,4,Credit Card
3393,5,Net Banking
3394,5,Credit Card
3395,1,Credit Card
3396,1,Debit Card
3397,5,UPI
3398,8,Credit Card
3399,2,UPI
3400,5,Net Banking
3401,4,Net Banking
3402,2,Credit Card
3403,4,Credit Card
3404,6,Debit Card
3405,8,UPI
3406,8,Cash on Delivery
3407,5,Net Banking
3408,9,UPI
3409,5,Cash on Delivery
3410,6,Debit Card
3411,3,Net Banking
3412,2,Net Banking
3413,5,UPI
3414,4,UPI
3415,5,Net Banking
3416,6,Debit Card
3417,5,Cash on Delivery
3418,6,UPI
3419,7,UPI
3420,9,Cash on Delivery
3421,3,Debit Card
3422,6,UPI
3423,6,Credit Card
3424,1,Credit Card
3425,6,Debit Card
3426,10,Debit Card
3427,7,Debit Card
3428,10,UPI
3429,2,Credit Card
3430,1,UPI
3431,6,Net Banking
3432,9,Credit Card
3433,4,UPI
3434,5,Cash on Delivery
3435,9,Cash on Delivery
3436,8,Debit Card
3437,5,Net Banking
3438,6,UPI
3439,4,Credit Card
3440,7,Debit Card
3441,5,UPI
3442,1,Cash on Delivery
3443,7,Cash on Delivery
3444,6,Cash on Delivery
3445,4,Net Banking
3446,1,Cash on Delivery
3447,4,Cash on Delivery
3448,4,Cash on Delivery
3449,8,Cash on Delivery
3450,9,Cash on Delivery
3451,10,Credit Card
3452,9,Credit Card
3453,10,Net Banking
3454,2,UPI
3455,1,Cash on Delivery
3456,6,Net Banking
3457,5,UPI
3458,5,UPI
3459,10,Debit Card
3460,4,UPI
3461,5,Debit Card
3462,3,UPI
3463,6,Debit Card
3464,2,Credit Card
3465,1,Cash on Delivery
3466,4,Credit Card
3467,2,Cash on Delivery
3468,1,Debit Card
3469,6,Credit Card
3470,4,UPI
3471,8,Credit Card
3472,10,Net Banking
3473,9,Debit Card
3474,1,UPI
3475,9,Debit Card
3476,7,UPI
3477,5,Credit Card
3478,6,Cash on Delivery
3479,5,Debit Card
3480,5,UPI
3481,7,Credit Card
3482,2,Net Banking
3483,9,Debit Card
3484,9,Debit Card
3485,3,UPI
3486,6,Credit Card
3487,9,Cash on Delivery
3488,6,Cash on Delivery
3489,7,Credit Card
3490,10,Credit Card
3491,2,Net Banking
3492,9,UPI
3493,10,Debit Card
3494,6,Credit Card
3495,9,UPI
3496,4,Net Banking
3497,10,UPI
3498,4,Net Banking
3499,1,UPI
3500,1,Cash on Delivery
3501,6,Cash on Delivery
3502,5,Debit Card
3503,1,Net Banking
3504,9,Debit Card
3505,8,UPI
3506,1,UPI
3507,3,Credit Card
3508,1,Cash on Delivery
3509,7,Credit Card
3510,5,Credit Card
3511,1,Credit Card
3512,8,UPI
3513,3,UPI
3514,2,Debit Card
3515,6,Credit Card
3516,5,Debit Card
3517,7,Debit Card
3518,2,Debit Card
3519,2,Cash on Delivery
3520,8,Cash on Delivery
3521,10,Net Banking
3522,8,Net Banking
3523,6,Net Banking
3524,3,Cash on Delivery
3525,5,Credit Card
3526,8,Cash on Delivery
3527,4,Credit Card
3528,9,Net Banking
3529,5,UPI
3530,4,Credit Card
3531,5,Net Banking
3532,6,Cash on Delivery
3533,10,Debit Card
3534,5,Cash on Delivery
3535,5,Cash on Delivery
3536,4,Cash on Delivery
3537,1,Net Banking
3538,9,Debit Card
3539,8,Net Banking
3540,10,Net Banking
3541,4,Debit Card
3542,4,UPI
3543,2,Credit Card
3544,3,Net Banking
3545,6,Cash on Delivery
3546,2,Net Banking
3547,1,Net Banking
3548,9,UPI
3549,10,UPI
3550,9,Cash on Delivery
3551,4,UPI
3552,4,Cash on Delivery
3553,10,UPI
3554,4,Credit Card
3555,6,UPI
3556,3,Debit Card
3557,7,Cash on Delivery
3558,3,Net Banking
3559,1,Cash on Delivery
3560,6,UPI
3561,7,Debit Card
3562,4,Net Banking
3563,5,Net Banking
3564,10,Cash on Delivery
3565,6,UPI
3566,8,Credit Card
3567,8,Cash on Delivery
3568,2,Debit Card
3569,6,Cash on Delivery
3570,3,Cash on Delivery
3571,1,Cash on Delivery
3572,5,Cash on Delivery
3573,2,Net Banking
3574,3,Net Banking
3575,10,Credit Card
3576,7,UPI
3577,3,Credit Card
3578,9,Debit Card
3579,2,Net Banking
3580,2,Debit Card
3581,3,Credit Card
3582,2,Debit Card
3583,2,Credit Card
3584,2,Debit Card
3585,9,Credit Card
3586,10,UPI
3587,3,Debit Card
3588,9,Credit Card
3589,3,UPI
3590,6,Credit Card
3591,9,UPI
3592,10,Net Banking
3593,2,UPI
3594,10,Debit Card
3595,5,Cash on Delivery
3596,2,UPI
3597,1,Credit Card
3598,9,UPI
3599,6,Net Banking
3600,5,Net Banking
3601,2,Cash on Delivery
3602,1,Debit Card
3603,5,UPI
3604,8,Cash on Delivery
3605,10,Cash on Delivery
3606,3,Cash on Delivery
3607,10,UPI
3608,7,UPI
3609,7,Debit Card
3610,1,Debit Card
3611,1,Net Banking
3612,6,Debit Card
3613,9,UPI
3614,3,Debit Card
3615,6,UPI
3616,8,Net Banking
3617,5,Debit Card
3618,5,Credit Card
3619,6,Debit Card
3620,10,Net Banking
3621,8,Debit Card
3622,9,Net Banking
3623,10,Debit Card
3624,6,UPI
3625,3,Credit Card
3626,3,UPI
3627,9,Net Banking
3628,8,Cash on Delivery
3629,10,Net Banking
3630,4,UPI
3631,9,Cash on Delivery
3632,8,UPI
3633,7,Credit Card
3634,2,Credit Card
3635,9,Cash on Delivery
3636,5,UPI
3637,2,UPI
3638,7,Credit Card
3639,3,Debit Card
3640,4,Net Banking
3641,4,Net Banking
3642,8,Debit Card
3643,2,Debit Card
3644,4,UPI
3645,3,Credit Card
3646,4,Net Banking
3647,3,Credit Card
3648,5,Debit Card
3649,5,Credit Card
3650,2,Cash on Delivery
3651,3,Debit Card
3652,1,Net Banking
3653,9,Credit Card
3654,1,Credit Card
3655,8,Debit Card
3656,10,Credit Card
3657,3,Debit Card
3658,5,Debit Card
3659,10,Net Banking
3660,4,Credit Card
3661,7,Net Banking
3662,6,Credit Card
3663,8,Net Banking
3664,3,Debit Card
3665,10,Cash on Delivery
3666,3,Debit Card
3667,7,Debit Card
3668,3,Debit Card
3669,2,Net Banking
3670,2,Net Banking
3671,2,UPI
3672,2,Cash on Delivery
3673,1,Credit Card
3674,3,Debit Card
3675,3,UPI
3676,10,Cash on Delivery
3677,8,Debit Card
3678,6,Cash on Delivery
3679,4,Debit Card
3680,2,Debit Card
3681,10,Cash on Delivery
3682,4,Debit Card
3683,10,Net Banking
3684,5,UPI
3685,7,Debit Card
3686,1,Cash on Delivery
3687,9,Net Banking
3688,6,Net Banking
3689,3,UPI
3690,9,Debit Card
3691,3,UPI
3692,8,Cash on Delivery
3693,2,UPI
3694,7,UPI
3695,5,Net Banking
3696,1,Net Banking
3697,6,UPI
3698,10,Debit Card
3699,1,Cash on Delivery
3700,3,Net Banking
3701,4,UPI
3702,4,Net Banking
3703,9,Cash on Delivery
3704,7,Debit Card
3705,1,Debit Card
3706,1,Net Banking
3707,7,UPI
3708,8,UPI
3709,3,Credit Card
3710,7,Net Banking
3711,4,Debit Card
3712,4,Credit Card
3713,8,Debit Card
3714,2,Net Banking
3715,8,UPI
3716,8,Net Banking
3717,7,Credit Card
3718,6,UPI
3719,5,Debit Card
3720,4,Cash on Delivery
3721,7,Credit Card
3722,4,Cash on Delivery
3723,5,UPI
3724,8,Debit Card
3725,7,Debit Card
3726,2,UPI
3727,4,Debit Card
3728,9,UPI
3729,4,UPI
3730,7,Debit Card
3731,6,Debit Card
3732,7,Cash on Delivery
3733,6,Credit Card
3734,8,UPI
3735,2,Net Banking
3736,9,Debit Card
3737,2,Credit Card
3738,7,Credit Card
3739,5,Net Banking
3740,9,Cash on Delivery
3741,9,Credit Card
3742,3,UPI
3743,7,Debit Card
3744,6,Credit Card
3745,3,UPI
3746,7,Credit Card
3747,2,Net Banking
3748,4,Cash on Delivery
3749,1,Cash on Delivery
3750,9,UPI
3751,3,Cash on Delivery
3752,10,Cash on Delivery
3753,3,Credit Card
3754,4,UPI
3755,6,Debit Card
3756,7,Debit Card
3757,9,UPI
3758,4,UPI
