Order_ID,Region,Product_Category,Customer_Segment
2247,East,Clothing,Home Office
2248,North,Home & Kitchen,Corporate
2249,North,Electronics,Consumer
2250,East,Sports,Consumer
2251,South,Clothing,Consumer
2252,West,Sports,Consumer
2253,West,Clothing,Consumer
2254,West,Clothing,Consumer
2255,West,Clothing,Corporate
2256,West,Clothing,Home Office
2257,South,Beauty,Consumer
2258,West,Sports,Home Office
2259,East,Beauty,Consumer
2260,South,Sports,Consumer
2261,East,Clothing,Consumer
2262,East,Beauty,Consumer
2263,South,Home & Kitchen,Corporate
2264,East,Sports,Home Office
2265,North,Sports,Consumer
2266,West,Clothing,Corporate
2267,West,Beauty,Consumer
2268,South,Clothing,Corporate
2269,West,Beauty,Corporate
2270,West,Electronics,Corporate
2271,East,Electronics,Consumer
2272,East,Electronics,Consumer
2273,East,Beauty,Home Office
2274,West,Beauty,Consumer
2275,East,Sports,Corporate
2276,South,Beauty,Home Office
2277,South,Sports,Consumer
2278,West,Clothing,Corporate
2279,South,Sports,Corporate
2280,North,Home & Kitchen,Home Office
2281,East,Electronics,Corporate
2282,East,Electronics,Consumer
2283,West,Home & Kitchen,Corporate
2284,South,Sports,Corporate
2285,East,Clothing,Consumer
2286,North,Electronics,Corporate
2287,East,Electronics,Corporate
2288,South,Electronics,Consumer
2289,North,Clothing,Home Office
2290,North,Beauty,Consumer
2291,North,Beauty,Consumer
2292,West,Beauty,Home Office
2293,North,Home & Kitchen,Consumer
2294,South,Beauty,Home Office
2295,South,Electronics,Corporate
2296,North,Sports,Home Office
2297,East,Clothing,Corporate
2298,North,Sports,Home Office
2299,South,Clothing,Corporate
2300,West,Clothing,Home Office
2301,West,Clothing,Consumer
2302,West,Electronics,Home Office
2303,East,Electronics,Corporate
2304,North,Clothing,Corporate
2305,West,Home & Kitchen,Home Office
2306,East,Clothing,Corporate
2307,North,Beauty,Home Office
2308,South,Beauty,Corporate
2309,North,Beauty,Consumer
2310,South,Clothing,Corporate
2311,South,Beauty,Consumer
2312,South,Beauty,Home Office
2313,South,Sports,Consumer
2314,East,Beauty,Consumer
2315,South,Home & Kitchen,Home Office
2316,West,Beauty,Home Office
2317,West,Home & Kitchen,Home Office
2318,South,Electronics,Home Office
2319,South,Clothing,Consumer
2320,West,Electronics,Consumer
2321,South,Sports,Home Office
2322,South,Beauty,Corporate
2323,West,Beauty,Consumer
2324,South,Clothing,Consumer
2325,South,Home & Kitchen,Home Office
2326,East,Electronics,Consumer
2327,West,Home & Kitchen,Home Office
2328,South,Sports,Corporate
2329,West,Sports,Corporate
2330,North,Sports,Corporate
2331,South,Home & Kitchen,Consumer
2332,North,Electronics,Home Office
2333,North,Beauty,Corporate
2334,North,Electronics,Home Office
2335,West,Electronics,Corporate
2336,East,Home & Kitchen,Corporate
2337,South,Beauty,Home Office
2338,North,Home & Kitchen,Home Office
2339,South,Electronics,Consumer
2340,West,Electronics,Corporate
2341,East,Beauty,Home Office
2342,North,Electronics,Consumer
2343,South,Sports,Corporate
2344,North,Beauty,Corporate
2345,West,Sports,Consumer
2346,East,Home & Kitchen,Corporate
2347,West,Home & Kitchen,Corporate
2348,East,Beauty,Corporate
2349,East,Home & Kitchen,Corporate
2350,North,Clothing,Home Office
2351,South,Home & Kitchen,Home Office
2352,South,Home & Kitchen,Corporate
2353,South,Beauty,Home Office
2354,East,Sports,Consumer
2355,North,Electronics,Home Office
2356,South,Clothing,Consumer
2357,South,Beauty,Home Office
2358,East,Beauty,Consumer
2359,West,Home & Kitchen,Consumer
2360,North,Clothing,Consumer
2361,North,Beauty,Consumer
2362,East,Sports,Home Office
2363,West,Electronics,Corporate
2364,South,Beauty,Corporate
2365,South,Clothing,Consumer
2366,East,Electronics,Corporate
2367,East,Clothing,Home Office
2368,East,Electronics,Home Office
2369,North,Electronics,Consumer
2370,North,Electronics,Corporate
2371,West,Beauty,Home Office
2372,East,Home & Kitchen,Consumer
2373,East,Beauty,Home Office
2374,East,Home & Kitchen,Home Office
2375,North,Sports,Corporate
2376,East,Home & Kitchen,Home Office
2377,South,Clothing,Home Office
2378,West,Clothing,Home Office
2379,East,Beauty,Home Office
2380,West,Sports,Home Office
2381,East,Clothing,Consumer
2382,West,Beauty,Home Office
2383,South,Home & Kitchen,Consumer
2384,East,Electronics,Consumer
2385,East,Clothing,Home Office
2386,East,Electronics,Corporate
2387,East,Clothing,Corporate
2388,East,Home & Kitchen,Home Office
2389,North,Beauty,Home Office
2390,West,Clothing,Corporate
2391,South,Beauty,Consumer
2392,South,Home & Kitchen,Corporate
2393,South,Electronics,Corporate
2394,North,Electronics,Corporate
2395,West,Sports,Corporate
2396,West,Clothing,Home Office
2397,South,Sports,Consumer
2398,East,Beauty,Home Office
2399,East,Clothing,Corporate
2400,North,Beauty,Consumer
2401,East,Sports,Home Office
2402,West,Beauty,Corporate
2403,East,Electronics,Home Office
2404,South,Clothing,Consumer
2405,East,Home & Kitchen,Corporate
2406,North,Electronics,Consumer
2407,South,Beauty,Consumer
2408,East,Clothing,Consumer
2409,North,Beauty,Corporate
2410,West,Sports,Consumer
2411,East,Sports,Home Office
2412,West,Home & Kitchen,Corporate
2413,East,Sports,Consumer
2414,West,Sports,Consumer
2415,South,Sports,Home Office
2416,West,Electronics,Consumer
2417,North,Electronics,Consumer
2418,East,Home & Kitchen,Corporate
2419,South,Electronics,Corporate
2420,West,Clothing,Home Office
2421,West,Beauty,Consumer
2422,South,Home & Kitchen,Consumer
2423,South,Electronics,Home Office
2424,East,Sports,Consumer
2425,East,Beauty,Home Office
2426,North,Electronics,Consumer
2427,East,Sports,Corporate
2428,West,Home & Kitchen,Corporate
2429,West,Clothing,Consumer
2430,North,Beauty,Home Office
2431,West,Clothing,Home Office
2432,East,Sports,Corporate
2433,North,Sports,Home Office
2434,North,Electronics,Home Office
2435,East,Home & Kitchen,Consumer
2436,North,Electronics,Corporate
2437,East,Beauty,Consumer
2438,North,Beauty,Home Office
2439,West,Beauty,Home Office
2440,North,Home & Kitchen,Home Office
2441,North,Electronics,Corporate
2442,North,Beauty,Consumer
2443,South,Beauty,Home Office
2444,East,Beauty,Consumer
2445,South,Sports,Home Office
2446,North,Home & Kitchen,Corporate
2447,South,Home & Kitchen,Home Office
2448,North,Beauty,Consumer
2449,East,Sports,Corporate
2450,North,Sports,Corporate
2451,West,Electronics,Home Office
2452,North,Electronics,Consumer
2453,North,Home & Kitchen,Home Office
2454,West,Sports,Home Office
2455,West,Home & Kitchen,Consumer
2456,East,Clothing,Consumer
2457,South,Beauty,Home Office
2458,North,Sports,Home Office
2459,West,Sports,Corporate
2460,East,Home & Kitchen,Corporate
2461,South,Beauty,Home Office
2462,South,Sports,Corporate
2463,South,Home & Kitchen,Home Office
2464,East,Home & Kitchen,Corporate
2465,North,Sports,Home Office
2466,West,Sports,Corporate
2467,West,Electronics,Home Office
2468,North,Sports,Consumer
2469,East,Clothing,Corporate
2470,South,Clothing,Home Office
2471,North,Home & Kitchen,Home Office
2472,South,Clothing,Corporate
2473,North,Home & Kitchen,Home Office
2474,East,Home & Kitchen,Corporate
2475,South,Home & Kitchen,Home Office
2476,North,Electronics,Home Office
2477,North,Home & Kitchen,Consumer
2478,West,Electronics,Consumer
2479,North,Electronics,Corporate
2480,South,Sports,Corporate
2481,West,Clothing,Corporate
2482,West,Electronics,Consumer
2483,North,Electronics,Corporate
2484,North,Beauty,Corporate
2485,West,Home & Kitchen,Home Office
2486,West,Clothing,Home Office
2487,West,Home & Kitchen,Consumer
2488,South,Home & Kitchen,Home Office
2489,North,Home & Kitchen,Consumer
2490,South,Electronics,Consumer
2491,North,Home & Kitchen,Home Office
2492,South,Home & Kitchen,Home Office
2493,South,Electronics,Corporate
2494,West,Sports,Consumer
2495,South,Beauty,Corporate
2496,West,Clothing,Corporate
2497,South,Sports,Consumer
2498,South,Electronics,Consumer
2499,North,Clothing,Home Office
2500,South,Clothing,Home Office
2501,West,Clothing,Home Office
2502,East,Beauty,Consumer
2503,South,Clothing,Home Office
2504,West,Home & Kitchen,Home Office
2505,East,Electronics,Corporate
2506,South,Beauty,Consumer
2507,West,Electronics,Home Office
2508,West,Electronics,Home Office
2509,North,Home & Kitchen,Consumer
2510,West,Home & Kitchen,Consumer
2511,East,Clothing,Home Office
2512,West,Sports,Home Office
2513,East,Sports,Home Office
2514,West,Beauty,Corporate
2515,North,Electronics,Corporate
2516,South,Sports,Corporate
2517,East,Electronics,Consumer
2518,South,Clothing,Consumer
2519,South,Clothing,Corporate
2520,East,Clothing,Consumer
2521,North,Sports,Home Office
2522,West,Sports,Corporate
2523,North,Electronics,Home Office
2524,South,Home & Kitchen,Corporate
2525,East,Sports,Home Office
2526,South,Electronics,Corporate
2527,West,Clothing,Corporate
2528,East,Beauty,Consumer
2529,East,Home & Kitchen,Consumer
2530,West,Home & Kitchen,Home Office
2531,North,Beauty,Consumer
2532,East,Sports,Consumer
2533,West,Electronics,Home Office
2534,West,Beauty,Consumer
2535,East,Clothing,Home Office
2536,East,Sports,Home Office
2537,East,Electronics,Corporate
2538,East,Clothing,Home Office
2539,East,Electronics,Home Office
2540,North,Electronics,Home Office
2541,West,Beauty,Consumer
2542,East,Home & Kitchen,Home Office
2543,West,Electronics,Home Office
2544,North,Beauty,Consumer
2545,East,Clothing,Consumer
2546,East,Home & Kitchen,Corporate
2547,North,Electronics,Consumer
2548,North,Clothing,Corporate
2549,South,Clothing,Corporate
2550,West,Clothing,Home Office
2551,East,Sports,Home Office
2552,West,Clothing,Consumer
2553,East,Home & Kitchen,Home Office
2554,South,Sports,Home Office
2555,West,Sports,Corporate
2556,East,Sports,Corporate
2557,East,Electronics,Consumer
2558,East,Beauty,Corporate
2559,South,Beauty,Corporate
2560,North,Beauty,Consumer
2561,West,Electronics,Home Office
2562,East,Home & Kitchen,Corporate
2563,East,Home & Kitchen,Home Office
2564,West,Electronics,Corporate
2565,North,Sports,Consumer
2566,North,Clothing,Home Office
2567,North,Electronics,Corporate
2568,East,Electronics,Home Office
2569,West,Sports,Corporate
2570,West,Electronics,Consumer
2571,West,Electronics,Consumer
2572,East,Clothing,Consumer
2573,West,Beauty,Home Office
2574,East,Beauty,Corporate
2575,North,Sports,Corporate
2576,North,Clothing,Home Office
2577,North,Electronics,Corporate
2578,North,Beauty,Consumer
2579,East,Home & Kitchen,Home Office
2580,North,Electronics,Home Office
2581,North,Home & Kitchen,Home Office
2582,North,Clothing,Consumer
2583,North,Electronics,Corporate
2584,West,Electronics,Home Office
2585,West,Electronics,Home Office
2586,North,Beauty,Home Office
2587,North,Home & Kitchen,Home Office
2588,West,Clothing,Home Office
2589,South,Home & Kitchen,Consumer
2590,North,Sports,Consumer
2591,North,Sports,Consumer
2592,West,Electronics,Consumer
2593,South,Sports,Corporate
2594,South,Beauty,Corporate
2595,East,Home & Kitchen,Home Office
2596,South,Sports,Consumer
2597,West,Sports,Consumer
2598,West,Clothing,Home Office
2599,East,Clothing,Corporate
2600,East,Beauty,Corporate
2601,West,Sports,Corporate
2602,West,Electronics,Corporate
2603,East,Electronics,Corporate
2604,South,Clothing,Consumer
2605,South,Clothing,Consumer
2606,North,Sports,Corporate
2607,East,Electronics,Home Office
2608,South,Beauty,Consumer
2609,East,Clothing,Home Office
2610,North,Beauty,Home Office
2611,West,Electronics,Consumer
2612,South,Beauty,Home Office
2613,East,Electronics,Consumer
2614,East,Sports,Home Office
2615,West,Clothing,Consumer
2616,East,Sports,Corporate
2617,South,Beauty,Corporate
2618,North,Beauty,Home Office
2619,North,Home & Kitchen,Corporate
2620,North,Home & Kitchen,Corporate
2621,East,Sports,Consumer
2622,East,Beauty,Corporate
2623,East,Electronics,Corporate
2624,South,Beauty,Home Office
2625,West,Beauty,Consumer
2626,North,Electronics,Consumer
2627,South,Clothing,Consumer
2628,North,Electronics,Home Office
2629,West,Electronics,Corporate
2630,East,Home & Kitchen,Home Office
2631,North,Sports,Corporate
2632,South,Clothing,Home Office
2633,South,Beauty,Home Office
2634,South,Sports,Home Office
2635,South,Sports,Corporate
2636,North,Clothing,Consumer
2637,East,Beauty,Home Office
2638,East,Beauty,Home Office
2639,South,Electronics,Consumer
2640,North,Electronics,Home Office
2641,West,Clothing,Consumer
2642,North,Clothing,Consumer
2643,North,Sports,Consumer
2644,West,Sports,Corporate
2645,West,Clothing,Corporate
2646,North,Sports,Consumer
2647,South,Sports,Corporate
2648,South,Clothing,Consumer
2649,East,Beauty,Consumer
2650,North,Beauty,Consumer
2651,North,Clothing,Home Office
2652,East,Home & Kitchen,Home Office
2653,West,Beauty,Consumer
2654,South,Clothing,Consumer
2655,North,Electronics,Consumer
2656,East,Home & Kitchen,Consumer
2657,South,Electronics,Home Office
2658,South,Clothing,Consumer
2659,North,Electronics,Consumer
2660,South,Sports,Consumer
2661,South,Electronics,Corporate
2662,North,Beauty,Home Office
2663,East,Electronics,Home Office
2664,South,Beauty,Corporate
2665,West,Home & Kitchen,Home Office
2666,South,Sports,Consumer
2667,East,Electronics,Corporate
2668,North,Home & Kitchen,Corporate
2669,East,Clothing,Home Office
2670,East,Clothing,Corporate
2671,South,Home & Kitchen,Corporate
2672,West,Home & Kitchen,Corporate
2673,North,Home & Kitchen,Consumer
2674,West,Beauty,Home Office
2675,West,Electronics,Home Office
2676,West,Home & Kitchen,Corporate
2677,West,Home & Kitchen,Consumer
2678,West,Home & Kitchen,Consumer
2679,South,Home & Kitchen,Consumer
2680,West,Home & Kitchen,Home Office
2681,South,Home & Kitchen,Home Office
2682,West,Sports,Home Office
2683,East,Home & Kitchen,Home Office
2684,South,Electronics,Home Office
2685,North,Beauty,Corporate
2686,East,Beauty,Consumer
2687,East,Home & Kitchen,Home Office
2688,North,Sports,Home Office
2689,West,Clothing,Home Office
2690,West,Electronics,Corporate
2691,West,Sports,Corporate
2692,South,Clothing,Consumer
2693,South,Sports,Consumer
2694,North,Beauty,Corporate
2695,South,Clothing,Home Office
2696,West,Sports,Consumer
2697,South,Home & Kitchen,Consumer
2698,West,Home & Kitchen,Corporate
2699,West,Clothing,Consumer
2700,North,Home & Kitchen,Home Office
2701,South,Beauty,Consumer
2702,East,Clothing,Consumer
2703,North,Electronics,Home Office
2704,East,Clothing,Consumer
2705,West,Beauty,Home Office
2706,West,Sports,Home Office
2707,West,Sports,Corporate
2708,South,Clothing,Consumer
2709,South,Sports,Consumer
2710,South,Home & Kitchen,Corporate
2711,North,Beauty,Consumer
2712,North,Sports,Home Office
2713,East,Electronics,Home Office
2714,South,Beauty,Consumer
2715,West,Beauty,Home Office
2716,South,Electronics,Home Office
2717,East,Beauty,Consumer
2718,West,Home & Kitchen,Home Office
2719,South,Sports,Corporate
2720,East,Home & Kitchen,Corporate
2721,North,Beauty,Consumer
2722,West,Home & Kitchen,Corporate
2723,North,Sports,Consumer
2724,East,Home & Kitchen,Corporate
2725,North,Electronics,Home Office
2726,East,Electronics,Corporate
2727,South,Beauty,Corporate
2728,South,Clothing,Home Office
2729,West,Home & Kitchen,Corporate
2730,North,Clothing,Corporate
2731,East,Sports,Home Office
2732,West,Home & Kitchen,Corporate
2733,South,Home & Kitchen,Home Office
2734,West,Beauty,Home Office
2735,North,Electronics,Consumer
2736,South,Sports,Consumer
2737,North,Beauty,Corporate
2738,West,Home & Kitchen,Corporate
2739,South,Electronics,Home Office
2740,West,Sports,Home Office
2741,East,Electronics,Corporate
2742,South,Electronics,Home Office
2743,North,Home & Kitchen,Consumer
2744,East,Home & Kitchen,Consumer
2745,North,Clothing,Home Office
2746,North,Home & Kitchen,Consumer
2747,North,Electronics,Consumer
2748,North,Sports,Corporate
2749,East,Electronics,Home Office
2750,South,Clothing,Corporate
2751,South,Beauty,Home Office
2752,East,Sports,Consumer
2753,North,Clothing,Home Office
2754,South,Home & Kitchen,Consumer
2755,West,Clothing,Corporate
2756,North,Sports,Corporate
2757,East,Electronics,Home Office
2758,South,Electronics,Home Office
2759,South,Home & Kitchen,Home Office
2760,East,Electronics,Consumer
2761,West,Clothing,Home Office
2762,East,Beauty,Consumer
2763,North,Electronics,Corporate
2764,West,Beauty,Consumer
2765,East,Beauty,Corporate
2766,South,Beauty,Consumer
2767,East,Beauty,Home Office
2768,West,Electronics,Home Office
2769,East,Clothing,Corporate
2770,East,Beauty,Home Office
2771,West,Electronics,Corporate
2772,West,Beauty,Consumer
2773,West,Clothing,Consumer
2774,West,Beauty,Corporate
2775,North,Electronics,Home Office
2776,South,Clothing,Home Office
2777,East,Sports,Consumer
2778,West,Beauty,Corporate
2779,South,Sports,Home Office
2780,South,Beauty,Consumer
2781,West,Beauty,Consumer
2782,North,Electronics,Home Office
2783,South,Clothing,Consumer
2784,South,Sports,Consumer
2785,West,Home & Kitchen,Consumer
2786,East,Home & Kitchen,Consumer
2787,South,Clothing,Consumer
2788,North,Beauty,Consumer
2789,East,Sports,Home Office
2790,North,Sports,Corporate
2791,North,Clothing,Consumer
2792,East,Beauty,Corporate
2793,North,Beauty,Consumer
2794,East,Electronics,Consumer
2795,South,Clothing,Consumer
2796,West,Sports,Consumer
2797,West,Home & Kitchen,Home Office
2798,West,Electronics,Consumer
2799,West,Clothing,Corporate
2800,North,Beauty,Corporate
2801,South,Beauty,Consumer
2802,North,Home & Kitchen,Corporate
2803,North,Clothing,Consumer
2804,South,Home & Kitchen,Consumer
2805,North,Clothing,Consumer
2806,West,Clothing,Home Office
2807,South,Sports,Consumer
2808,East,Home & Kitchen,Home Office
2809,North,Sports,Corporate
2810,East,Electronics,Corporate
2811,West,Electronics,Corporate
2812,West,Electronics,Corporate
2813,West,Beauty,Corporate
2814,West,Beauty,Consumer
2815,West,Clothing,Consumer
2816,North,Sports,Consumer
2817,South,Home & Kitchen,Corporate
2818,North,Beauty,Corporate
2819,West,Beauty,Home Office
2820,East,Beauty,Consumer
2821,West,Electronics,Consumer
2822,South,Home & Kitchen,Home Office
2823,South,Clothing,Consumer
2824,North,Clothing,Home Office
2825,South,Home & Kitchen,Home Office
2826,South,Sports,Home Office
2827,West,Home & Kitchen,Consumer
2828,North,Home & Kitchen,Home Office
2829,South,Sports,Consumer
2830,North,Home & Kitchen,Home Office
2831,North,Sports,Consumer
2832,West,Sports,Consumer
2833,North,Home & Kitchen,Home Office
2834,East,Clothing,Corporate
2835,South,Sports,Consumer
2836,South,Sports,Consumer
2837,South,Beauty,Corporate
2838,North,Beauty,Corporate
2839,South,Electronics,Corporate
2840,West,Beauty,Corporate
2841,North,Home & Kitchen,Consumer
2842,North,Home & Kitchen,Corporate
2843,East,Sports,Home Office
2844,East,Home & Kitchen,Home Office
2845,West,Clothing,Consumer
2846,East,Beauty,Corporate
2847,West,Home & Kitchen,Consumer
2848,South,Beauty,Corporate
2849,North,Electronics,Corporate
2850,West,Electronics,Home Office
2851,East,Sports,Consumer
2852,West,Home & Kitchen,Home Office
2853,West,Sports,Consumer
2854,East,Clothing,Consumer
2855,North,Clothing,Home Office
2856,South,Electronics,Home Office
2857,North,Sports,Consumer
2858,North,Home & Kitchen,Home Office
2859,East,Beauty,Corporate
2860,East,Home & Kitchen,Home Office
2861,West,Home & Kitchen,Home Office
2862,South,Beauty,Home Office
2863,West,Home & Kitchen,Corporate
2864,North,Sports,Home Office
2865,East,Clothing,Consumer
2866,North,Sports,Consumer
2867,North,Sports,Home Office
2868,West,Clothing,Consumer
2869,North,Home & Kitchen,Consumer
2870,West,Clothing,Home Office
2871,South,Home & Kitchen,Corporate
2872,North,Sports,Corporate
2873,East,Sports,Consumer
2874,North,Clothing,Consumer
2875,East,Home & Kitchen,Corporate
2876,East,Sports,Corporate
2877,East,Home & Kitchen,Home Office
2878,West,Home & Kitchen,Corporate
2879,South,Electronics,Corporate
2880,West,Sports,Corporate
2881,East,Clothing,Corporate
2882,North,Home & Kitchen,Consumer
2883,North,Electronics,Home Office
2884,West,Beauty,Corporate
2885,East,Home & Kitchen,Corporate
2886,North,Sports,Consumer
2887,South,Beauty,Corporate
2888,West,Sports,Consumer
2889,West,Beauty,Consumer
2890,North,Sports,Corporate
2891,West,Beauty,Consumer
2892,East,Home & Kitchen,Corporate
2893,South,Home & Kitchen,Home Office
2894,North,Home & Kitchen,Consumer
2895,South,Beauty,Consumer
2896,East,Electronics,Corporate
2897,North,Sports,Home Office
2898,West,Electronics,Home Office
2899,South,Sports,Home Office
2900,East,Electronics,Consumer
2901,North,Clothing,Consumer
2902,South,Electronics,Corporate
2903,East,Sports,Corporate
2904,South,Electronics,Corporate
2905,East,Electronics,Corporate
2906,North,Clothing,Corporate
2907,West,Sports,Consumer
2908,North,Clothing,Home Office
2909,South,Beauty,Corporate
2910,North,Beauty,Consumer
2911,West,Beauty,Home Office
2912,South,Sports,Home Office
2913,North,Sports,Consumer
2914,West,Sports,Home Office
2915,West,Sports,Corporate
2916,West,Clothing,Corporate
2917,East,Electronics,Corporate
2918,North,Sports,Home Office
2919,West,Sports,Corporate
2920,West,Clothing,Corporate
2921,East,Clothing,Consumer
2922,West,Beauty,Consumer
2923,East,Clothing,Home Office
2924,West,Home & Kitchen,Corporate
2925,East,Home & Kitchen,Consumer
2926,West,Sports,Consumer
2927,South,Electronics,Consumer
2928,East,Clothing,Consumer
2929,West,Electronics,Corporate
2930,West,Beauty,Consumer
2931,South,Beauty,Corporate
2932,West,Clothing,Home Office
2933,East,Clothing,Consumer
2934,West,Clothing,Consumer
2935,North,Beauty,Corporate
2936,East,Home & Kitchen,Consumer
2937,East,Beauty,Consumer
2938,West,Electronics,Consumer
2939,South,Beauty,Home Office
2940,South,Electronics,Consumer
2941,East,Clothing,Corporate
2942,North,Beauty,Corporate
2943,East,Electronics,Corporate
2944,East,Beauty,Consumer
2945,East,Clothing,Corporate
2946,North,Sports,Consumer
2947,East,Clothing,Consumer
2948,South,Home & Kitchen,Consumer
2949,North,Beauty,Consumer
2950,South,Beauty,Home Office
2951,North,Beauty,Corporate
2952,North,Home & Kitchen,Corporate
2953,South,Electronics,Corporate
2954,West,Home & Kitchen,Corporate
2955,South,Clothing,Corporate
2956,East,Electronics,Consumer
2957,South,Home & Kitchen,Corporate
2958,South,Clothing,Consumer
2959,East,Clothing,Consumer
2960,West,Electronics,Consumer
2961,North,Beauty,Home Office
2962,North,Electronics,Consumer
2963,East,Home & Kitchen,Corporate
2964,East,Electronics,Home Office
2965,West,Clothing,Corporate
2966,South,Beauty,Home Office
2967,West,Clothing,Home Office
2968,West,Beauty,Home Office
2969,North,Clothing,Home Office
2970,West,Beauty,Corporate
2971,South,Clothing,Home Office
2972,South,Electronics,Home Office
2973,West,Electronics,Consumer
2974,South,Beauty,Consumer
2975,North,Beauty,Consumer
2976,East,Clothing,Home Office
2977,West,Clothing,Home Office
2978,West,Beauty,Consumer
2979,South,Clothing,Home Office
2980,East,Clothing,Home Office
2981,West,Beauty,Consumer
2982,West,Sports,Consumer
2983,West,Beauty,Consumer
2984,West,Clothing,Consumer
2985,West,Home & Kitchen,Consumer
2986,South,Sports,Home Office
2987,North,Beauty,Corporate
2988,East,Beauty,Corporate
2989,East,Sports,Home Office
2990,South,Beauty,Home Office
2991,West,Home & Kitchen,Home Office
2992,West,Home & Kitchen,Corporate
2993,West,Home & Kitchen,Corporate
2994,East,Sports,Corporate
2995,North,Clothing,Corporate
2996,East,Clothing,Corporate
2997,East,Beauty,Home Office
2998,West,Clothing,Home Office
2999,East,Home & Kitchen,Consumer
3000,East,Sports,Home Office
3001,West,Beauty,Corporate
3002,North,Home & Kitchen,Corporate
3003,North,Sports,Home Office
3004,West,Home & Kitchen,Home Office
3005,West,Electronics,Home Office
3006,East,Sports,Home Office
3007,West,Sports,Home Office
3008,South,Electronics,Consumer
3009,East,Sports,Consumer
3010,West,Clothing,Corporate
3011,North,Electronics,Consumer
3012,South,Clothing,Home Office
3013,West,Electronics,Consumer
3014,East,Electronics,Consumer
3015,East,Electronics,Home Office
3016,West,Home & Kitchen,Home Office
3017,West,Home & Kitchen,Consumer
3018,North,Electronics,Corporate
3019,West,Sports,Consumer
3020,East,Electronics,Consumer
3021,West,Home & Kitchen,Home Office
3022,South,Home & Kitchen,Corporate
3023,South,Home & Kitchen,Home Office
3024,North,Electronics,Consumer
3025,South,Clothing,Home Office
3026,North,Home & Kitchen,Home Office
3027,South,Clothing,Corporate
3028,West,Home & Kitchen,Corporate
3029,North,Home & Kitchen,Corporate
3030,South,Beauty,Corporate
3031,North,Electronics,Corporate
3032,North,Electronics,Consumer
3033,South,Electronics,Home Office
3034,West,Electronics,Corporate
3035,North,Electronics,Corporate
3036,North,Home & Kitchen,Home Office
3037,West,Electronics,Consumer
3038,North,Home & Kitchen,Consumer
3039,West,Home & Kitchen,Consumer
3040,North,Sports,Consumer
3041,North,Home & Kitchen,Home Office
3042,South,Clothing,Corporate
3043,North,Clothing,Consumer
3044,East,Home & Kitchen,Consumer
3045,East,Clothing,Consumer
3046,North,Electronics,Consumer
3047,South,Home & Kitchen,Consumer
3048,North,Beauty,Corporate
3049,North,Sports,Consumer
3050,North,Clothing,Corporate
3051,South,Electronics,Consumer
3052,North,Home & Kitchen,Corporate
3053,North,Home & Kitchen,Home Office
3054,South,Beauty,Consumer
3055,South,Clothing,Home Office
3056,North,Sports,Home Office
3057,North,Sports,Consumer
3058,North,Clothing,Consumer
3059,West,Clothing,Home Office
3060,East,Beauty,Corporate
3061,North,Beauty,Corporate
3062,South,Beauty,Corporate
3063,North,Home & Kitchen,Consumer
3064,North,Electronics,Consumer
3065,West,Home & Kitchen,Consumer
3066,East,Electronics,Home Office
3067,South,Electronics,Consumer
3068,South,Home & Kitchen,Home Office
3069,North,Beauty,Home Office
3070,North,Home & Kitchen,Consumer
3071,West,Home & Kitchen,Consumer
3072,East,Sports,Home Office
3073,East,Sports,Home Office
3074,East,Sports,Consumer
3075,North,Sports,Consumer
3076,South,Clothing,Corporate
3077,North,Sports,Corporate
3078,North,Electronics,Consumer
3079,North,Sports,Consumer
3080,East,Beauty,Consumer
3081,West,Sports,Home Office
3082,West,Electronics,Home Office
3083,South,Beauty,Corporate
3084,North,Electronics,Home Office
3085,North,Beauty,Consumer
3086,East,Clothing,Home Office
3087,East,Beauty,Home Office
3088,East,Beauty,Consumer
3089,South,Beauty,Consumer
3090,West,Clothing,Corporate
3091,South,Home & Kitchen,Corporate
3092,West,Clothing,Corporate
3093,North,Beauty,Home Office
3094,South,Home & Kitchen,Consumer
3095,East,Sports,Consumer
3096,North,Home & Kitchen,Home Office
3097,East,Home & Kitchen,Consumer
3098,East,Clothing,Home Office
3099,East,Sports,Consumer
3100,South,Sports,Corporate
3101,East,Home & Kitchen,Corporate
3102,North,Electronics,Home Office
3103,East,Electronics,Corporate
3104,South,Beauty,Corporate
3105,East,Electronics,Home Office
3106,North,Electronics,Consumer
3107,North,Home & Kitchen,Home Office
3108,East,Beauty,Consumer
3109,South,Electronics,Corporate
3110,East,Home & Kitchen,Home Office
3111,West,Home & Kitchen,Consumer
3112,East,Electronics,Consumer
3113,West,Clothing,Corporate
3114,East,Clothing,Home Office
3115,North,Electronics,Corporate
3116,East,Home & Kitchen,Home Office
3117,North,Sports,Corporate
3118,South,Beauty,Corporate
3119,West,Home & Kitchen,Home Office
3120,North,Beauty,Corporate
3121,East,Home & Kitchen,Home Office
3122,West,Sports,Consumer
3123,West,Sports,Consumer
3124,East,Electronics,Home Office
3125,West,Sports,Corporate
3126,South,Clothing,Consumer
3127,West,Beauty,Home Office
3128,North,Clothing,Home Office
3129,East,Home & Kitchen,Home Office
3130,West,Clothing,Consumer
3131,East,Electronics,Home Office
3132,South,Clothing,Corporate
3133,West,Clothing,Corporate
3134,South,Home & Kitchen,Corporate
3135,North,Sports,Corporate
3136,South,Electronics,Corporate
3137,East,Sports,Home Office
3138,East,Sports,Consumer
3139,South,Sports,Home Office
3140,East,Sports,Consumer
